ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1267483;Name37483;FistName37483;1981-10-26;Ville7;Pays2;NS000037483;;+336##0150284;74;NomVoie4337483;;#4433;Ville11;Pays2;2008-06-04 06:58:08;2008-06-04 06:58:08
1245909;Name15909;FistName15909;1952-06-10;Ville25;Pays1;NS000015909;;+336##0931131;95;NomVoie5215909;;#2606;Ville20;Pays1;2015-02-12 03:26:15;2015-02-12 03:26:15
1243496;Name13496;FistName13496;1959-03-05;Ville19;Pays4;NS000013496;;+336##0777900;29;NomVoie4413496;;#7721;Ville24;Pays3;2015-05-09 15:22:06;2015-05-09 15:22:06
1268728;Name38728;FistName38728;1957-04-06;Ville8;Pays3;NS000038728;;+336##0453783;70;NomVoie1638728;;#4521;Ville21;Pays2;2016-10-18 10:42:04;2016-10-18 10:42:04
1230133;Name133;FistName133;1989-05-17;Ville13;Pays1;NS000000133;;+336##0106149;73;NomVoie14133;;#3046;Ville16;Pays2;2014-09-23 20:58:21;2014-09-23 20:58:21
1257324;Name27324;FistName27324;1955-06-14;Ville20;Pays4;NS000027324;;+336##0780840;68;NomVoie6027324;;#8839;Ville11;Pays1;2018-07-17 10:59:20;2018-07-17 10:59:20
1246735;Name16735;FistName16735;1966-03-10;Ville10;Pays1;NS000016735;;+336##0398014;68;NomVoie616735;;#6952;Ville25;Pays1;2018-10-17 16:46:49;2018-10-17 16:46:49
1242565;Name12565;FistName12565;1995-01-17;Ville13;Pays3;NS000012565;;+336##0177891;92;NomVoie9812565;;#6875;Ville16;Pays1;2007-06-04 12:04:53;2007-06-04 12:04:53
1235822;Name5822;FistName5822;1998-02-13;Ville21;Pays1;NS000005822;;+336##0657928;87;NomVoie175822;;#6859;Ville20;Pays1;2020-02-18 23:49:18;2020-02-18 23:49:18
1234913;Name4913;FistName4913;1994-03-25;Ville11;Pays2;NS000004913;;+336##0599579;6;NomVoie324913;;#9240;Ville14;Pays2;2011-07-18 04:48:59;2011-07-18 04:48:59
1246507;Name16507;FistName16507;1935-03-20;Ville12;Pays1;NS000016507;;+336##0780659;81;NomVoie1416507;;#4170;Ville3;Pays4;2019-01-03 03:58:08;2019-01-03 03:58:08
1240210;Name10210;FistName10210;1985-05-04;Ville25;Pays1;NS000010210;;+336##0920270;17;NomVoie810210;;#0662;Ville12;Pays1;2021-04-23 20:11:08;2021-04-23 20:11:08
1234940;Name4940;FistName4940;1962-09-16;Ville22;Pays4;NS000004940;;+336##0784174;80;NomVoie24940;;#6811;Ville2;Pays2;2012-10-08 04:26:55;2012-10-08 04:26:55
1266709;Name36709;FistName36709;2012-08-06;Ville17;Pays1;NS000036709;;+336##0125649;71;NomVoie7436709;;#7147;Ville3;Pays3;1999-08-15 13:50:36;1999-08-15 13:50:36
1277435;Name47435;FistName47435;1943-04-06;Ville16;Pays2;NS000047435;;+336##0885254;44;NomVoie6247435;;#8761;Ville14;Pays2;2001-06-21 20:35:48;2001-06-21 20:35:48
1244682;Name14682;FistName14682;1991-01-20;Ville18;Pays2;NS000014682;;+336##0620693;22;NomVoie5414682;;#2844;Ville19;Pays1;2020-05-01 13:44:09;2020-05-01 13:44:09
1248369;Name18369;FistName18369;1960-06-17;Ville20;Pays1;NS000018369;;+336##0288210;34;NomVoie6718369;;#9730;Ville22;Pays4;1998-01-08 04:36:18;1998-01-08 04:36:18
1274165;Name44165;FistName44165;1999-06-15;Ville10;Pays1;NS000044165;;+336##0647382;5;NomVoie9144165;;#8235;Ville12;Pays1;2016-11-27 10:45:08;2016-11-27 10:45:08
1230082;Name82;FistName82;1990-01-03;Ville25;Pays2;NS000000082;;+336##0848878;40;NomVoie1782;;#1620;Ville16;Pays1;2014-06-13 17:32:07;2014-06-13 17:32:07
1279730;Name49730;FistName49730;1936-06-22;Ville2;Pays1;NS000049730;;+336##0193011;23;NomVoie4049730;;#9200;Ville16;Pays1;2000-04-01 15:11:19;2000-04-01 15:11:19
1241675;Name11675;FistName11675;2012-05-26;Ville21;Pays1;;;+336##0954232;62;NomVoie6711675;;#4882;Ville7;Pays3;2013-10-04 05:48:18;2013-10-04 05:48:18
1240562;Name10562;FistName10562;1994-08-04;Ville19;Pays3;NS000010562;;+336##0514010;46;NomVoie4210562;;#6348;Ville8;Pays2;2013-07-23 08:43:52;2013-07-23 08:43:52
1262117;Name32117;FistName32117;2009-08-18;Ville12;Pays3;NS000032117;;+336##0148305;43;NomVoie4632117;;#4105;Ville20;Pays2;2007-07-09 22:56:24;2007-07-09 22:56:24
1269632;Name39632;FistName39632;1978-03-18;Ville10;Pays4;NS000039632;;+336##0396208;66;NomVoie3639632;;#9283;Ville11;Pays4;2006-10-10 09:04:23;2006-10-10 09:04:23
1278793;Name48793;FistName48793;2004-05-25;Ville2;Pays1;NS000048793;;+336##0505634;69;NomVoie1448793;;#4221;Ville18;Pays2;2016-02-12 15:26:16;2016-02-12 15:26:16
1262510;Name32510;FistName32510;1953-03-09;Ville3;Pays2;NS000032510;;+336##0556340;20;NomVoie9932510;;#5173;Ville12;Pays3;2018-02-08 04:18:41;2018-02-08 04:18:41
1265723;Name35723;FistName35723;1998-09-23;Ville16;Pays2;NS000035723;;+336##0538838;26;NomVoie7635723;;#3731;Ville5;Pays2;2016-10-18 12:58:15;2016-10-18 12:58:15
1258867;Name28867;FistName28867;1975-08-02;Ville8;Pays2;NS000028867;;+336##0712011;57;NomVoie3028867;;#5762;Ville22;Pays5;1999-08-06 05:58:40;1999-08-06 05:58:40
1234451;Name4451;FistName4451;1989-06-25;Ville21;Pays2;NS000004451;;+336##0707600;96;NomVoie804451;;#0421;Ville25;Pays3;2001-08-14 06:04:22;2001-08-14 06:04:22
