ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1235394;Name5394;FistName5394;1950-06-26;Ville14;Pays3;NS000005394;;+336##0905293;13;NomVoie145394;;#9770;Ville20;Pays2;2003-06-18 06:15:53;2003-06-18 06:15:53
1267601;Name37601;FistName37601;1989-02-18;Ville17;Pays2;NS000037601;;+336##0224325;31;NomVoie3337601;;#0706;Ville2;Pays1;1998-04-02 12:58:09;1998-04-02 12:58:09
1260034;Name30034;FistName30034;1942-05-11;Ville9;Pays3;NS000030034;;+336##0445055;43;NomVoie130034;;#9595;Ville19;Pays1;2010-07-06 19:43:57;2010-07-06 19:43:57
1273231;Name43231;FistName43231;1949-04-15;Ville2;Pays3;NS000043231;;+336##0007589;88;NomVoie2143231;;#7979;Ville15;Pays2;2003-09-11 14:37:47;2003-09-11 14:37:47
1255007;Name25007;FistName25007;1983-04-09;Ville5;Pays3;NS000025007;;+336##0095842;62;NomVoie3725007;;#7259;Ville11;Pays3;2020-01-11 04:37:11;2020-01-11 04:37:11
1242439;Name12439;FistName12439;1943-02-08;Ville8;Pays1;NS000012439;;+336##0352852;95;NomVoie3612439;;#0279;Ville25;Pays2;2017-09-01 13:23:03;2017-09-01 13:23:03
1251473;Name21473;FistName21473;1949-08-09;Ville7;Pays1;NS000021473;;+336##0512590;62;NomVoie3521473;;#3960;Ville13;Pays2;2019-08-02 14:21:22;2019-08-02 14:21:22
1243288;Name13288;FistName13288;1999-03-05;Ville18;Pays1;NS000013288;;+336##0547261;83;NomVoie6213288;;#2629;Ville2;Pays2;2013-11-16 02:45:05;2013-11-16 02:45:05
1243432;Name13432;FistName13432;1931-11-26;Ville14;Pays2;NS000013432;;+336##0079422;25;NomVoie3613432;;#1442;Ville8;Pays2;1999-03-19 01:09:41;1999-03-19 01:09:41
1251142;Name21142;FistName21142;1976-11-08;Ville8;Pays1;NS000021142;;+336##0555187;66;NomVoie5721142;;#6978;Ville1;Pays2;2007-09-21 10:58:34;2007-09-21 10:58:34
1258405;Name28405;FistName28405;1930-07-18;Ville5;Pays2;NS000028405;;+336##0510330;2;NomVoie8328405;;#4834;Ville8;Pays3;2017-03-26 12:16:31;2017-03-26 12:16:31
1252461;Name22461;FistName22461;1979-07-17;Ville9;Pays2;NS000022461;;+336##0424690;56;NomVoie622461;;#8311;Ville1;Pays1;1998-03-07 11:07:15;1998-03-07 11:07:15
1240320;Name10320;FistName10320;1944-06-10;Ville16;Pays3;NS000010320;;+336##0389246;74;NomVoie3010320;;#5022;Ville13;Pays2;2014-03-10 22:32:11;2014-03-10 22:32:11
1247521;Name17521;FistName17521;1938-11-25;Ville12;Pays3;NS000017521;;+336##0759898;38;NomVoie7817521;;#2143;Ville25;Pays2;2007-02-02 04:23:33;2007-02-02 04:23:33
1269623;Name39623;FistName39623;1948-03-20;Ville13;Pays2;NS000039623;;+336##0338901;14;NomVoie4539623;;#2312;Ville8;Pays3;2003-03-21 09:38:10;2003-03-21 09:38:10
1263902;Name33902;FistName33902;1972-06-18;Ville15;Pays2;NS000033902;;+336##0366633;5;NomVoie4233902;;#7970;Ville17;Pays3;2022-01-23 04:42:24;2022-01-23 04:42:24
