ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1239049;Name9049;FistName9049;1995-06-26;Ville22;Pays2;NS000009049;;+336##0684517;66;NomVoie999049;;#3451;Ville13;Pays3;2008-02-26 05:48:01;2008-02-26 05:48:01
1237889;Name7889;FistName7889;2016-08-25;Ville6;Pays1;;;+336##0780284;75;NomVoie247889;;#0022;Ville18;Pays2;2009-11-03 14:05:12;2009-11-03 14:05:12
1251051;Name21051;FistName21051;1958-01-16;Ville5;Pays1;NS000021051;;+336##0473569;71;NomVoie3821051;;#1298;Ville14;Pays1;2007-06-27 21:14:31;2007-06-27 21:14:31
1255043;Name25043;FistName25043;1996-04-12;Ville21;Pays2;NS000025043;;+336##0069096;58;NomVoie1725043;;#5179;Ville21;Pays3;1999-02-11 22:25:53;1999-02-11 22:25:53
1259669;Name29669;FistName29669;1999-02-14;Ville24;Pays1;NS000029669;;+336##0762074;65;NomVoie8829669;;#9777;Ville10;Pays1;2009-10-06 19:25:11;2009-10-06 19:25:11
1248332;Name18332;FistName18332;1974-11-09;Ville6;Pays1;NS000018332;;+336##0949499;8;NomVoie2518332;;#8163;Ville10;Pays3;1998-02-17 22:45:53;1998-02-17 22:45:53
1272965;Name42965;FistName42965;1968-05-20;Ville20;Pays1;NS000042965;;+336##0945230;99;NomVoie7242965;;#4187;Ville3;Pays2;2011-01-08 01:34:31;2011-01-08 01:34:31
1247148;Name17148;FistName17148;1945-06-21;Ville15;Pays1;NS000017148;;+336##0522156;51;NomVoie4617148;;#1158;Ville10;Pays3;2005-01-03 10:01:28;2005-01-03 10:01:28
1274960;Name44960;FistName44960;2017-05-09;Ville2;Pays2;NS000044960;;+336##0966990;89;NomVoie5244960;;#6955;Ville24;Pays1;2020-02-05 11:45:09;2020-02-05 11:45:09
1262846;Name32846;FistName32846;1950-05-02;Ville21;Pays1;NS000032846;;+336##0225688;84;NomVoie7332846;;#7694;Ville15;Pays2;2007-04-05 23:47:48;2007-04-05 23:47:48
1241054;Name11054;FistName11054;1930-09-06;Ville16;Pays3;NS000011054;;+336##0610511;84;NomVoie111054;;#1192;Ville22;Pays1;2000-07-23 01:03:08;2000-07-23 01:03:08
1271939;Name41939;FistName41939;1965-10-09;Ville15;Pays1;NS000041939;;+336##0816148;42;NomVoie2841939;;#6984;Ville21;Pays3;2007-02-12 16:20:59;2007-02-12 16:20:59
1239081;Name9081;FistName9081;1978-03-09;Ville24;Pays1;NS000009081;;+336##0707209;67;NomVoie479081;;#5243;Ville19;Pays2;2001-07-06 22:14:57;2001-07-06 22:14:57
1264921;Name34921;FistName34921;1978-09-24;Ville22;Pays1;NS000034921;;+336##0813088;67;NomVoie2134921;;#9719;Ville18;Pays1;2015-07-23 06:22:17;2015-07-23 06:22:17
