ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
1263710;Name33710;FistName33710;1966-11-13;Ville14;Pays1;NS000033710;;+336##0777325;39;NomVoie9033710;;#2325;Ville2;Pays3;2018-03-14 13:41:33;2018-03-14 13:41:33
1252195;Name22195;FistName22195;1990-03-07;Ville17;Pays1;NS000022195;;+336##0843276;94;NomVoie8922195;;#1670;Ville16;Pays3;2015-02-11 07:59:05;2015-02-11 07:59:05
1237473;Name7473;FistName7473;1948-03-19;Ville3;Pays2;NS000007473;;+336##0140427;46;NomVoie207473;;#5096;Ville18;Pays3;2011-04-15 09:01:02;2011-04-15 09:01:02
1274222;Name44222;FistName44222;1990-09-01;Ville18;Pays3;NS000044222;;+336##0948259;18;NomVoie9644222;;#5999;Ville16;Pays1;1997-04-04 12:46:16;1997-04-04 12:46:16
1279370;Name49370;FistName49370;1983-02-10;Ville5;Pays3;NS000049370;;+336##0021944;26;NomVoie4249370;;#9251;Ville22;Pays2;2009-03-05 03:49:39;2009-03-05 03:49:39
1250351;Name20351;FistName20351;1948-04-14;Ville21;Pays2;NS000020351;;+336##0197795;94;NomVoie7520351;;#5022;Ville13;Pays1;2019-11-05 14:25:19;2019-11-05 14:25:19
1237294;Name7294;FistName7294;1984-02-05;Ville14;Pays1;NS000007294;;+336##0807004;7;NomVoie507294;;#6174;Ville15;Pays4;2010-05-27 04:39:32;2010-05-27 04:39:32
1259761;Name29761;FistName29761;1979-11-18;Ville11;Pays1;NS000029761;;+336##0548426;54;NomVoie2129761;;#9674;Ville1;Pays4;1997-11-21 23:45:33;1997-11-21 23:45:33
1250202;Name20202;FistName20202;1992-02-08;Ville25;Pays3;NS000020202;;+336##0590767;70;NomVoie9520202;;#5111;Ville24;Pays2;2013-07-09 03:22:15;2013-07-09 03:22:15
1243837;Name13837;FistName13837;2004-10-24;Ville16;Pays1;NS000013837;;+336##0101848;93;NomVoie6213837;;#8941;Ville13;Pays1;2008-09-10 23:43:55;2008-09-10 23:43:55
1265292;Name35292;FistName35292;1996-11-08;Ville5;Pays2;NS000035292;;+336##0472718;55;NomVoie935292;;#5431;Ville23;Pays1;2000-10-21 13:03:59;2000-10-21 13:03:59
1238325;Name8325;FistName8325;1951-04-24;Ville19;Pays2;NS000008325;;+336##0609614;43;NomVoie268325;;#7152;Ville19;Pays3;1999-05-11 02:20:23;1999-05-11 02:20:23
1243387;Name13387;FistName13387;1942-09-05;Ville20;Pays2;NS000013387;;+336##0489938;76;NomVoie2713387;;#8801;Ville9;Pays5;2014-03-06 06:08:07;2014-03-06 06:08:07
1234162;Name4162;FistName4162;2014-04-26;Ville10;Pays1;NS000004162;;+336##0108971;3;NomVoie984162;;#6695;Ville3;Pays1;2007-06-09 20:53:39;2007-06-09 20:53:39
1243745;Name13745;FistName13745;1976-02-11;Ville10;Pays3;NS000013745;;+336##0379532;59;NomVoie7713745;;#6698;Ville13;Pays2;2006-06-15 18:23:12;2006-06-15 18:23:12
1240914;Name10914;FistName10914;2002-02-01;Ville2;Pays2;NS000010914;;+336##0363091;6;NomVoie6610914;;#8148;Ville24;Pays2;2000-05-25 11:05:17;2000-05-25 11:05:17
1242235;Name12235;FistName12235;1976-08-22;Ville11;Pays2;NS000012235;;+336##0720846;4;NomVoie5312235;;#1838;Ville5;Pays3;2023-10-18 21:08:07;2023-10-18 21:08:07
1273110;Name43110;FistName43110;1977-04-08;Ville20;Pays3;NS000043110;;+336##0361013;32;NomVoie8243110;;#0854;Ville1;Pays3;2012-07-17 22:24:18;2012-07-17 22:24:18
1235012;Name5012;FistName5012;1959-05-27;Ville10;Pays1;NS000005012;;+336##0146459;70;NomVoie695012;;#4113;Ville25;Pays3;2003-06-25 18:24:27;2003-06-25 18:24:27
1233122;Name3122;FistName3122;1969-02-17;Ville10;Pays1;NS000003122;;+336##0698479;79;NomVoie933122;;#7255;Ville1;Pays2;2013-06-07 17:29:54;2013-06-07 17:29:54
1264069;Name34069;FistName34069;1967-05-14;Ville1;Pays1;NS000034069;;+336##0118193;11;NomVoie1434069;;#4957;Ville10;Pays1;2010-02-19 21:55:41;2010-02-19 21:55:41
1274255;Name44255;FistName44255;1961-08-21;Ville2;Pays3;NS000044255;;+336##0000418;65;NomVoie644255;;#2564;Ville21;Pays1;2010-08-26 16:52:35;2010-08-26 16:52:35
1255113;Name25113;FistName25113;1977-04-06;Ville23;Pays1;NS000025113;;+336##0288359;53;NomVoie8825113;;#1368;Ville3;Pays2;2001-10-13 14:21:45;2001-10-13 14:21:45
1255164;Name25164;FistName25164;1998-06-05;Ville15;Pays2;NS000025164;;+336##0831104;3;NomVoie1325164;;#6475;Ville18;Pays2;2000-04-08 23:21:30;2000-04-08 23:21:30
1270241;Name40241;FistName40241;1995-08-14;Ville14;Pays1;NS000040241;;+336##0233081;45;NomVoie6340241;;#2368;Ville15;Pays3;1999-09-21 13:54:01;1999-09-21 13:54:01
